Nombre,Código,Clase de Código de barras,Marca,Código de categoría,unit code,Venta unit code,Comprar unit code,Costo,Precio,Cantidad de alerta,Tasa de impuestos,Método de impuestos,Imagen,Código de la Sub categoría,Variantes de producto,Producto de campo personalizado 1,Producto Campo Personalizadoo 2,Producto Campo Personalizadoo 3,Producto Campo Personalizadoo 4,Producto Campo Personalizadoo 5,Producto Campo Personalizadoo 6,Cantidad,recID,warehouseStock,inventory_import
Bisagra con muelle para puerta TRUE,823089,code128,TRUE,2,Pieza,Pieza,Pieza,107.70,146.00,0,IVA,Exclusivo,a0dee770e3a6373f0377dd795fd9f65a.png,,,,,,,,,1.0,recCZGpiQD4nzmkSE,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 247, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Kit de reacondicionamiento de control electrico KITGDM TRUE,991224,code128,TRUE,2,Pieza,Pieza,Pieza,180.36,244.00,0,IVA,Exclusivo,6ca1921958eddc1cc013d45230ee4863.png,,,,,,,,,1.0,recZl3c5R6paLTTgp,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 291, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Bandeja de drenaje en espiral,997816,code128,TRUE,2,Pieza,Pieza,Pieza,186.57,251.77,0,IVA,Exclusivo,3f524d4d41b8b2da6ebf5cc95d4668e4.png,,,,,,,,,1.0,rec8oxKRINIsSCR2s,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 246, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Interruptor de congelación TRUE,800316,code128,TRUE,2,Pieza,Pieza,Pieza,34.03,46.00,0,IVA,Exclusivo,98f460b957da0350aa6fed2a68401119.png,,,,,,,,,1.0,recFpVd2trVwaKSoT,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 276, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Kit de servicio de refrigerante R290 Propano,992987,code128,TRUE,2,Pieza,Pieza,Pieza,743.94,105.00,0,IVA,Exclusivo,750edd0ec5cb3b696cf4ba660533d177.png,,,,,,,,,2.0,rec8vvKncNod0w8mR,"{""tienda"": 2.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 292, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 2.0, ""bodega"": 0.0, ""physicalFinal"": 2.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Equipo Nuevo (1950-001),1950-001,code128,Generales,0,Pieza,Pieza,Pieza,0.00,0.00,1,IVA,Exclusivo,no_image.png,,,Registrado por escaneo.,,,,,,4.0,rec2sZ7hcFepMLYe3,"{""tienda"": 4.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 524, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 4.0, ""bodega"": 0.0, ""physicalFinal"": 4.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
""" Termocople universal de 36",1980-036,code128,robertshaw,2,Pieza,Pieza,Pieza,162.07,220.00,0,IVA,Exclusivo,6cfcbcce5b69889057b13c8476897cde.png,,,,,,,,,2.0,recS7wHN9zTv1Ue3e,"{""tienda"": 2.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 520, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 2.0, ""bodega"": 0.0, ""physicalFinal"": 2.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"1980-048  ""Termocople Universal 48",1980-048,code128,robertshaw,2,Pieza,Pieza,Pieza,149.50,209.00,0,IVA,Exclusivo,a8ac0ddc8f47ff02902becd027c99662.png,,,,,,,,,7.0,recVqWlfixhzBrjaG,"{""tienda"": 7.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 521, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 7.0, ""bodega"": 0.0, ""physicalFinal"": 7.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"""Termocople Universal 72",1980-072,code128,robertshaw,2,Pieza,Pieza,Pieza,183.57,257.00,0,IVA,Exclusivo,59751f85630131f1f54cc67c0ac4bc8b.png,,,,,,,,,4.0,recexwiHgMJVgbkpK,"{""tienda"": 4.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 523, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 4.0, ""bodega"": 0.0, ""physicalFinal"": 4.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"""Termocople Universal 60",1980-060,code128,robertshaw,2,Pieza,Pieza,Pieza,169.99,237.99,0,IVA,Exclusivo,2a0ac3fe1590af6d42d887e17c5ee295.png,,,,,,,,,9.0,recjE7LuD3uYoIzYJ,"{""tienda"": 9.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 522, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 9.0, ""bodega"": 0.0, ""physicalFinal"": 9.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Termocople universal 24,1980-024,code128,robertshaw,2,Pieza,Pieza,Pieza,142.76,195.00,0,IVA,Exclusivo,350a35c43f722425fc8e3350586f83e9.png,,,,,,,,,0.0,recEHiNCHNIimpGgh,"{""tienda"": 0.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 519, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 0.0, ""bodega"": 0.0, ""physicalFinal"": 0.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Manguera de gas, suelta, azul, 3/4"" X 48"" DORMONT",1675BP48,code128,DORMONT,2,Pieza,Pieza,Pieza,2253.10,2950.00,0,IVA,Exclusivo,a8a2f7a79a2c1e77dfc1a957c63af7b2.png,,,,,,,,,4.0,rec9XQw7bokytFj7B,"{""tienda"": 4.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 140, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 4.0, ""bodega"": 0.0, ""physicalFinal"": 4.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Kit de manguera con sistema de seguridad 3/4 x 48"" DORMONT",1675KIT48,code128,DORMONT,2,Pieza,Pieza,Pieza,4340.00,5900.00,0,IVA,Exclusivo,c72fa1f38d8266a87919385e7216af59.png,,,,,,,,,4.0,recan5eBw89wE7fHp,"{""tienda"": 1.0, ""bodega"": 3.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 132, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 3.0, ""physicalFinal"": 4.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Manguera de gas corrugada amarilla 3/4"" X 36"" DORMONT",30C-4142-36,code128,DORMONT,2,Pieza,Pieza,Pieza,353.02,500.00,0,,Exclusivo,7e6588e25cbb9391b35c6ed1bf6249ae.png,,,,,,,,,0.0,rec7zbHUFtfOwzSUi,"{""tienda"": 0.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 138, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 0.0, ""bodega"": 0.0, ""physicalFinal"": 0.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Manguera de acero inoxidable 3/4 x 48"" DORMONT",TAG-DE-DM1061,code128,DORMONT,2,Pieza,Pieza,Pieza,379.10,550.00,0,IVA,Exclusivo,733ad663c5ce2eabeaeea03c4501c9d5.png,,,,,,,,,0.0,recc9FJvJHoaFlgXK,"{""tienda"": 0.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 135, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 0.0, ""bodega"": 0.0, ""physicalFinal"": 0.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Kit Manguera de gas con sistema de seguridad 1/2 X 48"" DORMONT",1650KIT48,code128,DORMONT,2,Pieza,Pieza,Pieza,3342.00,4350.00,0,IVA,Exclusivo,f51c8c48a058300a69434bee195961af.png,,,,,,,,,2.0,recNMYCbJPcLdsU2h,"{""tienda"": 1.0, ""bodega"": 1.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 133, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 1.0, ""physicalFinal"": 2.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Manguera de gas azul 3/4"" x 48"" con desconexión rápida Snapfast DORMONT",1675BPQ48,code128,DORMONT,2,Pieza,Pieza,Pieza,3237.00,4500.00,0,IVA,Exclusivo,8a087554c831fbed2a1dd557b6747352.png,,,,,,,,,3.0,reclhZyqKnhZYVDTc,"{""tienda"": 3.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 137, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 3.0, ""bodega"": 0.0, ""physicalFinal"": 3.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Manguera de gas azul 1/2 x 48"" DORMONT",1650BP48,code128,DORMONT,2,Pieza,Pieza,Pieza,2200.00,2860.00,0,IVA,Exclusivo,9049864bfe7add3bab63907059588328.png,,,,,,,,,1.0,rec1Lu9ZLqMvRnRyz,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 136, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Motor eléctrico weg monofásico 1.5 hp 4 polos 120v/220v WEG,N00158OS1P56,code128,Generales,2,Pieza,Pieza,Pieza,2431.00,3160.00,0,IVA,Exclusivo,d3262e001bf125c210a2612d44e75114.png,,,,,,,,,0.0,recbx6K75N9hfQ85f,"{""tienda"": 0.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 181, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 0.0, ""bodega"": 0.0, ""physicalFinal"": 0.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Motor Monofasico 2 Hp 1750 Rpm en Baja 110/220v WEG,N00218OS1P56,code128,Generales,2,Pieza,Pieza,Pieza,3392.00,4410.00,0,IVA,Exclusivo,c43022e1b2102becd2151502420ce5ff.png,,,,,,,,,1.0,recyBl0q5CSMbhh3V,"{""tienda"": 0.0, ""bodega"": 1.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 183, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 0.0, ""bodega"": 1.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Motor Monofásico 1.5Hp 115/230V 1800Rp High Power ELECTROMEX,1150456NG2,code128,Generales,2,Pieza,Pieza,Pieza,3100.00,4030.00,0,IVA,Exclusivo,f6e4f8c9122ceebd4ceb208670c2b5f7.png,,,,,,,,,0.0,rec4VFjQqmokIaPqj,"{""tienda"": 0.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 182, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 0.0, ""bodega"": 0.0, ""physicalFinal"": 0.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Pastillas detergentes Rational para SelfCookingCenter y CombiMaster Plus,56.00.210A,code128,RATIONAL,4,Pieza,Pieza,Pieza,1319.92,2400.00,10,IVA,Exclusivo,7fa39c2937cc41d6abfcc33df9581094.png,,,,,,,,,22.0,recRHDU1FF0ZDTjIB,"{""tienda"": 36.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 20, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 36.0, ""bodega"": 0.0, ""physicalFinal"": 22.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Pastillas para Horno Rational Active Green,5601535,code128,RATIONAL,2,Pieza,Pieza,Pieza,1999.20,3378.76,5,IVA,Exclusivo,daaaf9eced8b9e1cdffff4920ee4ed26.png,,,,,,,,,7,recAlFDZnMlkYD2oP,,
Tratamiento de agua con filtros de resina PURE,XHC003,code128,UNOX,2,Pieza,Pieza,Pieza,5002.00,7544.00,1,IVA,Exclusivo,c380c55b63496675d840d16e558b162d.png,,,,,,,,,0.0,reccNm0H41Rfxni5f,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 544, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 0.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Cubierta de lampara para horno,KVT1200A,code128,UNOX,2,Pieza,Pieza,Pieza,547.35,790.00,1,IVA,Exclusivo,23b6223d7da189ebc08a5019a5097e72.png,,,,,,,,,2.0,recHzHO5VTC1UTDoT,"{""tienda"": 2.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 536, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 2.0, ""bodega"": 0.0, ""physicalFinal"": 2.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Magnetrón para horno microondas Whirlpool,8184652,code128,Generales,2,Pieza,Pieza,Pieza,650.00,890.00,1,IVA,Exclusivo,53280137e71fb1e63dcd501e09375480.png,,,,,,,,,4.0,recYMZNbc7YMGKoaq,"{""tienda"": 4.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 453, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 4.0, ""bodega"": 0.0, ""physicalFinal"": 4.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
HOBART 00-919758,00-919758,code128,HOBART,2,Pieza,Pieza,Pieza,6090.00,7800.00,2,IVA,Exclusivo,0b63b7fb78e9e610a57865f20a32ce8b.png,,,,,,,,,5.0,recmrjGAXqpfGAwvu,"{""tienda"": 5.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 338, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 5.0, ""bodega"": 0.0, ""physicalFinal"": 5.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Kit de sustitución de luces Baxter modelo OV310,01-1M7311-00001,code128,HOBART,2,Pieza,Pieza,Pieza,1511.18,0.00,2,IVA,Exclusivo,734b3e2cd3e43e860e82f693fad07501.png,,,,,,,,,2.0,recTVV14hb1a5GPYr,"{""tienda"": 2.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 352, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 2.0, ""bodega"": 0.0, ""physicalFinal"": 2.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Kit Termostato de Seguridad 318°C -0/+24,KTR1136A,code128,UNOX,2,Pieza,Pieza,Pieza,1504.03,2180.00,3,IVA,Exclusivo,35ea943ac4a4c981662d20b7036ad021.png,,,,,,,,,2.0,recEPjA4ngim8sjhJ,"{""tienda"": 3.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 555, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 3.0, ""bodega"": 0.0, ""physicalFinal"": 2.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Controlador digital baja temperatura,TC-900E,code128,Generales,2,Pieza,Pieza,Pieza,767.87,1100.00,1,IVA,Exclusivo,1704930d5f75c5982eaaa8112a570a86.png,,,,,,,,,0.0,rechkZDrMXmFR6dTv,"{""tienda"": 0.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 266, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 0.0, ""bodega"": 0.0, ""physicalFinal"": 0.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Banda ancho 16.7mm longitu 787 mm GATE,B28,code128,Generales,2,Pieza,Pieza,Pieza,109.00,198.00,1,IVA,Exclusivo,3a8cfe521c6f3b2021bc57ff6081e820.png,,,,,,,,,1.0,recL5T8RoLeWD90ok,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 163, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Mango, aislado, 3/4-14 X 3/4-14 FISHER",2913,code128,FISHER MANUFACURING COMPANNY,2,Pieza,Pieza,Pieza,387.90,505.00,1,IVA,Exclusivo,66c461c310c5792e4d6fa57935a32393.png,,,,,,,,,1.0,receNuBGpipWKdFbU,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 108, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Grifo para llenado de ollas FISHER,2750,code128,FISHER MANUFACURING COMPANNY,2,Pieza,Pieza,Pieza,6347.25,8250.00,1,IVA,Exclusivo,5109502e0364a4caadaa20fee7bdf627.png,,,,,,,,,1.0,recaBsES0dsRD9Kon,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 101, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Válvula Desagüe para Fregadero 1 1/2 FISHER,24848,code128,FISHER MANUFACURING COMPANNY,2,Pieza,Pieza,Pieza,1339.80,0.00,2,IVA,Exclusivo,abf99a0273fa2bd8879e6dd77eeb2d9e.png,,,,,,,,,3.0,rechkGWTTNOD1lZWR,"{""tienda"": 3.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 113, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 3.0, ""bodega"": 0.0, ""physicalFinal"": 3.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Llave adicional para llave prelavado cuello 12"" FISHER",2901-12,code128,FISHER MANUFACURING COMPANNY,2,Pieza,Pieza,Pieza,1407.45,1830.00,2,IVA,Exclusivo,ca767d144f154f7d002eb64506787741.png,,,,,,,,,2,recPysNzMVhxRLLA6,,
"Vulcan Hart Válvula de gas, Maxitrol, 24 V, natural/propano",00-959662-00001,code128,VULCAN,2,Pieza,Pieza,Pieza,4050.00,5265.00,2,IVA,Exclusivo,c7a62d9cc73facab92fa1a6e200cada6.png,,,,,,,,,1.0,recMW699asBqo6Gkb,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 378, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Aspa de 30"", 4A 5/8, 27 grados CW MARS",40393 -MARS,code128,Generales,2,Pieza,Pieza,Pieza,4100.00,5330.00,1,IVA,Exclusivo,5ec25b10092af2be71b5ee5a1d83a2fb.png,,,,,,,,,1,recBDMRG5atEeFDUT,,
"Aspa del ventilador, condensador, 8-3/4"" de diámetro, 5 aspas TRUE",947039,code128,TRUE,2,Pieza,Pieza,Pieza,34.11,46.00,0,IVA,Exclusivo,22e2461013deb435217020f1c1f8cacc.png,,,,,,,,,1.0,recfEuc46gymqzl0Z,"{""tienda"": 1.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 245, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 1.0, ""bodega"": 0.0, ""physicalFinal"": 1.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
"Hoja De Sierra De Cinta, 126"" X 5/8"" X 0,22"", 3 Dientes Por Pulgada TORREY",CBT-322-126,code128,Generales,2,Pieza,Pieza,Pieza,250.00,340.00,1,IVA,Exclusivo,bd2df319a5fc8af7f1a6c58e593090fa.png,,,,,,,,,3.0,recXNDmfOeULqdlka,"{""tienda"": 3.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 446, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 3.0, ""bodega"": 0.0, ""physicalFinal"": 3.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Mezcladora de pared prelavado FISHER,2210-1WB,code128,FISHER MANUFACURING COMPANNY,2,Pieza,Pieza,Pieza,5782.33,7550.00,2,IVA,Exclusivo,2011f8bb8c55d8f5c5c1fd0f26672bdf.png,,,,,,,,,2.0,recbeGNfggfEyTzTh,"{""tienda"": 2.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 112, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 2.0, ""bodega"": 0.0, ""physicalFinal"": 2.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
Kit Manilla Completa Mind.Maps -M UNOX,KMG1099A,code128,UNOX,,Pieza,Pieza,Pieza,970.83,1359.16,1,IVA,Exclusivo,5063f50dd1b5a352a3988442b910ce04.jpg,,,,,,,,,,recLwY0KGROe0j1yq,,
Empaque para Speed Pro,KGN1432B,code128,UNOX,2,Pieza,Pieza,Pieza,3387.80,4742.92,1,IVA,Exclusivo,fb4d650483f69d30ac634ccfb1dabbed.png,,,,,,,,,3.0,recG07Z2O5PGJ5IhN,"{""tienda"": 3.0, ""bodega"": 0.0}","{""id"": ""kcv-may-2026-apply-20260629-101516"", ""action"": ""update"", ""source"": ""Inventario de TIENDA KCV MAYO 2026 Final (CIERRE).xlsx"", ""sourceRow"": 542, ""stockSource"": ""INVENTARIO FISICO FINAL"", ""tienda"": 3.0, ""bodega"": 0.0, ""physicalFinal"": 3.0, ""updatedAt"": ""2026-06-29T10:15:16""}"
